taxid,group_id,disposition,description,penalty,type
947985,1,GUILTY,STOPPED A PERSON KNOWN TO THE DEPARTMENT WITHOUT SUFFICIENT LEGAL AUTHORITY.,VACATION DAYS (2 day(s) ),charge
954558,1,GUILTY,WRONGFULLY OPERATED A MOTOR VEHICLE WHILE UNDER THE INFLUENCE OF AN INTOXICANT.,"COUNSELING, DISMISSAL PROBATION (12 month(s) ), ORDERED BREATH TESTING, PRE-TRIAL SUSPENSION DAYS (32 day(s) ), SUSPENDED W/O PAY (13 day(s) ), VACATION DAYS (15 day(s) )",charge
954558,1,GUILTY,WRONGFULLY OPERATED A MOTOR VEHICLE WHILE HIS ABILITY WAS IMPAIRED BY THE CONSUMPTION OF ALCOHOL.,"COUNSELING, DISMISSAL PROBATION (12 month(s) ), ORDERED BREATH TESTING, PRE-TRIAL SUSPENSION DAYS (32 day(s) ), SUSPENDED W/O PAY (13 day(s) ), VACATION DAYS (15 day(s) )",charge
954558,1,GUILTY,WAS UNFIT FOR DUTY.,"COUNSELING, DISMISSAL PROBATION (12 month(s) ), ORDERED BREATH TESTING, PRE-TRIAL SUSPENSION DAYS (32 day(s) ), SUSPENDED W/O PAY (13 day(s) ), VACATION DAYS (15 day(s) )",charge
954558,1,GUILTY,WRONGFULLY REFUSED TO SUBMIT TO A CHEMICAL BREATH TEST TO DETERMINE HIS BLOOD ALCOHOL CONCENTRATION.,"COUNSELING, DISMISSAL PROBATION (12 month(s) ), ORDERED BREATH TESTING, PRE-TRIAL SUSPENSION DAYS (32 day(s) ), SUSPENDED W/O PAY (13 day(s) ), VACATION DAYS (15 day(s) )",charge
954558,1,GUILTY,WRONGFULLY INVOLVED IN A VEHICLE COLLISION CAUSING  INJURY TO ANOTHER PERSON OR DAMAGE TO ANOTHER PERSON'S VEHICLE.,"COUNSELING, DISMISSAL PROBATION (12 month(s) ), ORDERED BREATH TESTING, PRE-TRIAL SUSPENSION DAYS (32 day(s) ), SUSPENDED W/O PAY (13 day(s) ), VACATION DAYS (15 day(s) )",charge
966472,1,PLEADED GUILTY,Failed to safeguard a prisoner.,"PRE-TRIAL SUSPENSION DAYS (15 day(s) ), VACATION DAYS (5 day(s) )",charge
966472,2,PLEADED GUILTY,Failed to safeguard a prisoner.,"PRE-TRIAL SUSPENSION DAYS (20 day(s) ), VACATION DAYS (10 day(s) )",charge
966472,2,PLEADED GUILTY,Failed to Notify,"PRE-TRIAL SUSPENSION DAYS (20 day(s) ), VACATION DAYS (10 day(s) )",charge
951552,1,GUILTY,"WHILE ON-DUTY,  FAILED TO CONDUCT A PROPER INVESTIGATION INVOLVING A CIVILIAN MEMBER OF SERVICE KNOWN TO THE DEPARTMENT.",VACATION DAYS (5 day(s) ),charge
951552,1,GUILTY,"WHILE ON-DUTY, FAILED TO MAKE PROPER ACTIVITY LOG ENTRIES",VACATION DAYS (5 day(s) ),charge
951552,1,GUILTY,"WHILE ON-DUTY, FAILED TO PROPERLY INVOICE PROPERTY OBTAINED DURING THE INVESTIGATION OF A DOMESTIC DISPUTE",VACATION DAYS (5 day(s) ),charge
936227,1,GUILTY,STOPPED A PERSON KNOWN TO THE DEPARTMENT WITHOUT SUFFICIENT LEGAL AUTHORITY.,VACATION DAYS (7 day(s) ),charge
936227,1,GUILTY,FRISKED A PERSON KNOWN TO THE DEPARTMENT WITHOUT SUFFICIENT LEGAL AUTHORITY.,VACATION DAYS (7 day(s) ),charge
936227,1,GUILTY,WAS DISCOURTEOUS TO A PERSON KNOWN TO THE DEPARTMENT WITHOUT SUFFICIENT LEGAL AUTHORITY.,VACATION DAYS (7 day(s) ),charge
936227,1,GUILTY,FAILED TO PROVIDE HIS SHIELD NUMBER WHEN REQUESTED TO DO SO BY A PERSON KNOWN TO THE DEPARTMENT.,VACATION DAYS (7 day(s) ),charge
950091,1,GUILTY,WRONGFULLY USED PHYSICAL FORCE TO A PERSON KNOWN TO THE DEPARTMENT WITHOUT POLICE NECESSITY.,VACATION DAYS (11 day(s) ),charge
950091,1,GUILTY,ABUSED HIS AUTHORITY AS A MEMBER OF THE NEW YORK CITY POLICE DEPARTMENT IN THAT HE THREATENED A PERSON KNOWN TO THE DEPARTMENT AND OTHER INDIVIDUALS IWHT THE USE OF FORCE WITHOUT SUFFICIENT LEGAL AUTHORITY.,VACATION DAYS (11 day(s) ),charge
950091,1,GUILTY,WAS DISCOURTEOUS TO A PERSON KNOWN TO THE DEPARTMENT WITHOUT SUFFICIENT LEGAL AUTHORITY.,VACATION DAYS (11 day(s) ),charge
953694,1,PLEADED GUILTY,Failed to safeguard a prisoner.,VACATION DAYS (30 day(s) ),charge
953694,1,PLEADED GUILTY,Failed to take police action/render police services.,VACATION DAYS (30 day(s) ),charge
953694,1,PLEADED GUILTY,Made misleading or inaccurate statements during an official Department interview.,VACATION DAYS (30 day(s) ),charge
960268,1,GUILTY,DID CONSUME AN INTOXICANT TO THE EXTENT THAT SAID PROBATIONARY POLICE OFFICER WAS UNFIT FOR DUTY,"COUNSELING, DISMISSAL PROBATION (12 month(s) ), ORDERED BREATH TESTING, VACATION DAYS (20 day(s) )",charge
960268,1,GUILTY,"HAVING BEEN INVOLVED IN AN OFF-DUTY INCIDENT, SAID PROBATIONARY POLICE OFFICER FAILED TO REMAIN AT THE SCENE OF THE INCIDENT AND REQUEST THE RESPONSE OF THE 19TH PRECINCT PATROL SUPERVISOR","COUNSELING, DISMISSAL PROBATION (12 month(s) ), ORDERED BREATH TESTING, VACATION DAYS (20 day(s) )",charge
924971,1,GUILTY,"WHILE ON-DUTY, WRONGFULLY ENTERED A PREMISES WITHOUT SUFFICIENT LEGAL AUTHORITY.",VACATION DAYS (5 day(s) ),charge
924971,1,GUILTY,"WHILE ON-DUTY, ABUSED HIS AUTHORITY AS A MEMBER OF THE NEW YORK CITY POLICE DEPARTMENT IN THAT HE FRISKED A PERSON KNOWN TO THE DEPARTMENT, WITHOUT SUFFICIENT LEGAL AUTHORITY.",VACATION DAYS (5 day(s) ),charge
924971,1,GUILTY,"WHILE ON-DUTY, ABUSED HIS AUTHORITY AS A MEMBER OF THE NEW YORK CITY POLICE DEPARTMENT IN THAT HE SEARCHED A PERSON KNOWN TO THE DEPARTMENT WITHOUT SUFFICIENT LEGAL AUTHORITY.",VACATION DAYS (5 day(s) ),charge
924971,2,GUILTY,"WHILE ON-DUTY, DID USE PHYSICAL FORCE TO A PERSON KNOWN TO THE DEPARTMENT.",VACATION DAYS (15 day(s) ),charge
934524,1,GUILTY,"WHILE ON-DUTY, DID FAIL TO PROPERLY SUPERVISE HIS SUBORDINATES DURING A VEHICLE PURSUIT.",VACATION DAYS (30 day(s) ),charge
934524,1,GUILTY,"WHILE ON-DUTY, DID FAIL AND NEGLECT TO ACKNOWLEDGE RADIO TRANSMISSIONS AFTER A RADIO RUN OF A COMMERCIAL BURGLARY IN PROGRESS RESULTING IN A VEHICLE PURSUIT.",VACATION DAYS (30 day(s) ),charge
934524,1,GUILTY,"WHILE ON-DUTY, DID FAIL AND NEGLECT TO NOTIFY THE DISPATCHER OF HIS LOCATION WHILE TAKING MEAL.",VACATION DAYS (30 day(s) ),charge
934524,1,GUILTY,"WHILE ON-DUTY, DID FAIL AND NEGLECT TO MAKE PROPER ENTRIES IN HIS ACTIVITY LOG.",VACATION DAYS (30 day(s) ),charge
934524,2,GUILTY,"WHILE ON-DUTY, WRONGFULLY FAILED TO SUPERVISE SUBORDINATES AT THE SCENE OF A CRIME",VACATION DAYS (30 day(s) ),charge
934524,2,GUILTY,"WHILE ON-DUTY, WRONGFULLY FAILED TO CONDUCT A PROPER INVESTIGATION, INCLUDING IDENTIFYING AND INTERVIEWING WITNESSES AND SAFEGUARDING EVIDENCE",VACATION DAYS (30 day(s) ),charge
934524,2,GUILTY,"WHILE ON-DUTY, DID FAIL AND NEGLECT TO PREPARE A COMPLAINT REPORT",VACATION DAYS (30 day(s) ),charge
938103,1,GUILTY,UNFIT FOR DUTY DUE TO THE CONSUMPTION OF AN INTOXICANT.,"COUNSELING, DISMISSAL PROBATION (12 month(s) ), ORDERED BREATH TESTING, VACATION DAYS (30 day(s) )",charge
938103,1,GUILTY,UNFIT FOR DUTY. WHILE ARMED.,"COUNSELING, DISMISSAL PROBATION (12 month(s) ), ORDERED BREATH TESTING, VACATION DAYS (30 day(s) )",charge
966969,1,GUILTY,Failed to activate body-worn camera while on duty.,VACATION DAYS (5 day(s) ),charge
966969,1,GUILTY,Failed to make notifications while on duty.,VACATION DAYS (5 day(s) ),charge
948690,1,GUILTY,"WHILE ON-DUTY, WRONGFULLY CONSUMED AN INTOXICANT AT A RESTAURANT KNOWN TO THE DEPARTMENT WHILE ON MEAL.",VACATION DAYS (15 day(s) ),charge
948690,2,GUILTY,"WHILE OFF-DUTY, FAILED AND NEGLECTED TO PROPERLY SAFEGUARD HIS OFF-DUTY FIREARM.",VACATION DAYS (20 day(s) ),charge
931558,1,GUILTY,WRONGFULLY ENGAGED IN A PHYSICAL ALTERCATION WITH AN INDIVIDUAL KNOWN TO THE DEPARTMENT.,PRE-TRIAL SUSPENSION DAYS (30 day(s) ),charge
931558,1,GUILTY,HAVING BEEN INVOLVED IN AN UNUSUAL POLICE OCCURRENCE FAILED TO NOTIFY THE OPERATIONS UNIT.,PRE-TRIAL SUSPENSION DAYS (30 day(s) ),charge
950103,1,PLEADED GUILTY,"WHILE BOTH ON AND OFF DUTY AND AT A LOCATION KNOWN TO THE DEPARTMENT, DID FAIL AND NEGLECT TO RESIDE IN ONE OF THE APPROVED RESIDENT COUNTIES","DISMISSAL PROBATION (12 month(s) ), VACATION DAYS (30 day(s) )",charge
950103,1,PLEADED GUILTY,SAID POLICE OFFICER REGISTERED HIS VEHICLE IN NEW YORK STATE WHILE RESIDING IN NEW JERSEY,"DISMISSAL PROBATION (12 month(s) ), VACATION DAYS (30 day(s) )",charge
950103,1,PLEADED GUILTY,"SAID POLICE OFFICER REPORTED TO THE DEPARTMENT THAT HE RESIDED IN YONKERS, NEW YORK, WHICH WAS FALSE","DISMISSAL PROBATION (12 month(s) ), VACATION DAYS (30 day(s) )",charge
954112,1,GUILTY,"WHILE  OFF-DUTY, ENGAGED IN A PHYSICAL ALTERCATION WITH A PERSON KNOWN TO THE DEPARTMENT.","COUNSELING, PRE-TRIAL SUSPENSION DAYS (15 day(s) ), RESTORATION OF SUSPENSION DAYS (17 day(s) )",charge
954112,1,GUILTY,FAILED TO NOTIFY A RANKING MEMBER OF SERVICE OF THE INVOLVEMENT OF ANOTHER MEMBER OF SERVICE IN AN OFF-DUTY INCIDENT.,"COUNSELING, PRE-TRIAL SUSPENSION DAYS (15 day(s) ), RESTORATION OF SUSPENSION DAYS (17 day(s) )",charge
943020,1,GUILTY,OFFICER ISSUED A DISORDERLY CONDUCT SUMMONS TO A PERSON KNOWN TO THE DEPARTMENT WITHOUT SUFFICIENT LEGAL AUTHORITY.,VACATION DAYS (5 day(s) ),charge
943020,1,GUILTY,OFFICER ISSUED A DISORDERLY CONDUCT SUMMONS TO A PERSON KNOWN TO THE DEPARTMENT WITHOUT SUFFICIENT LEGAL AUTHORITY.,VACATION DAYS (5 day(s) ),charge
943020,1,GUILTY,OFFICER WAS DISCOURTEOUS TO A PERSON KNOWN TO THE DEPARTMENT.,VACATION DAYS (5 day(s) ),charge
938109,1,GUILTY,SUBMITTED AN OVERTIME REPORT (PD 138-084) IN WHICH SHE SOUGHT AND EVENTUALLY RECEIVED OVERTIME PAY FOR WORK FOR OVERTIME WORK THAT WAS NOT PERFORMED.,VACATION DAYS (16 day(s) ),charge
938109,1,GUILTY,FAILED TO SAFEGUARD AN NYPD RESTRICTED PARKING PERMIT (MISC. 23-N).,VACATION DAYS (16 day(s) ),charge
938111,1,GUILTY,Wrongfully disseminated confidential Department information.,VACATION DAYS (20 day(s) ),charge
952486,1,GUILTY,ENGAGED IN A PHYSICAL ALTERCATION WITH A PERSON KNOWN TO THE DEPARTMENT.,"COUNSELING, PRE-TRIAL SUSPENSION DAYS (29 day(s) )",charge
952486,1,GUILTY,CONSUMED AN INTOXICANT TO THE EXTENT THAT HE WAS UNFIT FOR DUTY.,"COUNSELING, PRE-TRIAL SUSPENSION DAYS (29 day(s) )",charge
952486,1,GUILTY,FAILED AND NEGLECTED TO PROPERLY SAFEGUARD HIS SERVICE PIREARM.,"COUNSELING, PRE-TRIAL SUSPENSION DAYS (29 day(s) )",charge
958328,1,GUILTY,FAILED TO SAFEGUARD HIS FIREARM IN THAT HE FAILED TO FOLLOW PROPER PROCEDURES FOR HANDLING SAID FIREARM RESULTING IN A DISCHARGE OF ONE (1) ROUND OUTSIDE OF DEPARTMENT GUIDELINES,VACATION DAYS (15 day(s) ),charge
958328,1,GUILTY,FAILED AND NEGLECTED TO BE IN POSSESSION OF HIS DEPARTMENT ISSUED SHIELD WHILE ARMED,VACATION DAYS (15 day(s) ),charge
958328,1,GUILTY,"FAILED TO USE AN AUTHORIZED HOLSTER TO CARRY HIS SERVICE FIREARM, IN THAT HE USED A CLIP-ON HOLSTER TO CARRY HIS SERVICE FIREARM",VACATION DAYS (15 day(s) ),charge
955768,1,GUILTY,"WHILE ON DUTY WRONGFULLY OPERATED HIS ASSIGNED DEPARTMENT VEHICLE IN AN UNSAFE MANNER, THEREBY CAUSING A COLLISION WITH AND AN INJURY TO A PEDESTRIAN.",VACATION DAYS (10 day(s) ),charge
955768,1,GUILTY,"WHILE ON DUTY HAVING BEEN INVOLVED IN A DEPARTMENT VEHICLE COLLISION WITH A CIVILIAN PEDESTRIAN, WRONGFULLY FAILED TO OBTAIN THE PEDESTRIAN'S CONTACT INFORMATION, WRONGFULLY FAILED TO REQUEST THE PRESENCE OF THE PATROL SUPERVISOR FOR THE PRECINCT OF OCCURRENCE, OR WRONGFULLY FAILED TO PREPARE A REPORT OF MOTOR VEHICLE ACCIDENT (MV104) REGARDING THIS COLLISION.",VACATION DAYS (10 day(s) ),charge
955768,1,GUILTY,"WHILE ON DUTY WRONGFULLY FAILED AND NEGLECTED TO MAKE ACTIVITY LOG ENTRIES, AS REQUIRED.",VACATION DAYS (10 day(s) ),charge
944383,1,GUILTY,"WHILE OFF-DUTY, ENGAGED IN A PHYSICAL ALTERCATION WITH A PERSON KNOWN TO THE DEPARTMENT.",PRE-TRIAL SUSPENSION DAYS (32 day(s) ),charge
947719,1,GUILTY,WHILE ON-DUTY FAILED TO CONDUCT A PROPER INVESTIGATION BEFORE ARRESTING TWO INDIVIDUALS.,VACATION DAYS (10 day(s) ),charge
947719,1,GUILTY,"WHILE ON-DUTY, FAILED TO CONDUCT A PROPER INVESTIGATION BEFORE ARRESTING TWO INDIVIDUALS KNOWN TO THE DEPARTMENT",VACATION DAYS (10 day(s) ),charge
926600,1,GUILTY,DID WRONGFULLY AND WITHOUT JUST CAUSE MAKE IMPROPER AND DISPARAGING REMARKS TO ANOTHER MEMBER OF SERVICE.,VACATION DAYS (15 day(s) ),charge
926600,1,GUILTY,DID WRONGFULLY AND WITHOUT JUST CAUSE MAKE IMPROPER AND DISPARAGING REMARKS TO ANOTHER MEMBER OF SERVICE.,VACATION DAYS (15 day(s) ),charge
939940,1,GUILTY,ABUSED HIS AUTHORITY AS A MEMBER OF THE NEW YORK CITY POLICE DEPARTMENT IN THAT HE WRONGFULLY AND WITHOUT JUST CAUSE SEIZED A PROPERTY BELONGING TO A PERSON KNOWN TO THE DEPARTMENT.,VACATION DAYS (20 day(s) ),charge
939940,1,GUILTY,ABUSED HIS AUTHORITY AS A MEMBER OF THE NEW YORK CITY POLICE DEPARTMENT IN THAT HE WRONGFULLY AND WITHOUT JUST CAUSE ENTERED A PRIVATE BUILDING WITHOUT LEGAL AUTHORITY TO DO SO.,VACATION DAYS (20 day(s) ),charge
939940,1,GUILTY,FAILED AND NEGLECTED TO MAKE ACTIVITY LOG ENTRIES.,VACATION DAYS (20 day(s) ),charge
948183,1,GUILTY,Wrongful strip search of a person known to the Department.,VACATION DAYS (10 day(s) ),charge
948696,1,GUILTY,OFFICER WAS ABSENT FROM ASSIGNMENT WITHOUT PERMISSION OR POLICE NECESSITY.,VACATION DAYS (20 day(s) ),charge
948696,1,GUILTY,OFFICER WAS ABSENT FROM ASSIGNMENT WITHOUT PERMISSION OR POLICE NECESSITY.,VACATION DAYS (20 day(s) ),charge
948696,1,GUILTY,DID FAIL AND NEGLECT TO SAFEGUARD A PRISONER DURING PRISONER's ARREST PROCEEDING.,VACATION DAYS (20 day(s) ),charge
948696,1,GUILTY,DID WRONGFULLY AND WITHOUT JUST CAUSE OPERATE A DEPARTMENT VEHICLE OUTSIDE THE CONFINES OF THE PRECINCT TO CONDUCT PERSONAL BUSINESS WITHOUT PERMISSION OR AUTHORITY TO DO SO.,VACATION DAYS (20 day(s) ),charge
948696,1,GUILTY,DID WRONGFULLY CONDUCT PERSONAL BUSINESS WHILE ON DUTY WITHOUT JUST CAUSE.,VACATION DAYS (20 day(s) ),charge
936244,1,GUILTY,"WHILE ON-DUTY, DID ABUSE HIS AUTHORITY AS A MEMBER OF THE NEW YORK CITY POLICE DEPARTMENT BY WRONGFULLY ISSUING A SUMMONS TO AN INDIVIDUAL KNOWN TO THE DEPARTMENT WITHOUT SUFFICIENT LEGAL AUTHORITY.","INSTRUCTIONS, VACATION DAYS (20 day(s) )",charge
936244,1,GUILTY,"WHILE ON-DUTY, FAILED TO PREPARE REQUIRED REPORTS.","INSTRUCTIONS, VACATION DAYS (20 day(s) )",charge
941689,1,GUILTY,FAILED TO NOTIFY OPERATIONS UNIT.,"DISMISSAL PROBATION (12 month(s) ), VACATION DAYS (30 day(s) )",charge
941689,1,GUILTY,FAILED TO SAFEGUARD MEMOBOOK.,"DISMISSAL PROBATION (12 month(s) ), VACATION DAYS (30 day(s) )",charge
941689,1,GUILTY,OUT OF RESIDENCE WHILE ON SICK REPORT.,"DISMISSAL PROBATION (12 month(s) ), VACATION DAYS (30 day(s) )",charge
941689,1,GUILTY,FAILED TO NOTIFY CHANGE OF RESIDENCE.,"DISMISSAL PROBATION (12 month(s) ), VACATION DAYS (30 day(s) )",charge
941689,1,GUILTY,"WHILE OFF-DUTY, WAS OUT OF RESIDENCE WHILE ON SICK REPORT WITHOUT THE PERMISSION OF HER DISTRICT SURGEON OR SICK DESK SUPERVISOR.","DISMISSAL PROBATION (12 month(s) ), VACATION DAYS (30 day(s) )",charge
941689,1,GUILTY,FAILED TO NOTIFY HER COMMANDING OFFICER ABOUT A CHANGE IN HER RESIDENCE AS REQUIRED.,"DISMISSAL PROBATION (12 month(s) ), VACATION DAYS (30 day(s) )",charge
941689,2,GUILTY,"KNOWINGLY ASSOCIATED WITH A PERSON REASONABLY BELIEVED TO BE ENGAGED IN, LIKELY TO ENGAGE IN OR TO HAVE ENGAGED IN CRIMINAL ACTIVITIES.","DISMISSAL PROBATION (12 month(s) ), SUSPENDED W/O PAY (10 day(s) ), VACATION DAYS (20 day(s) )",charge
941689,2,GUILTY,FAILED TO COMPLY WITH A LAWFUL ORDER GIVEN BY A SUPERVISOR.,"DISMISSAL PROBATION (12 month(s) ), SUSPENDED W/O PAY (10 day(s) ), VACATION DAYS (20 day(s) )",charge
943025,1,PLEADED GUILTY,Wrongfully stopped an individual known to the Department.,VACATION DAYS (13 day(s) ),charge
943025,1,PLEADED GUILTY,Wrongfully frisked an individual known to the Department.,VACATION DAYS (13 day(s) ),charge
943025,1,PLEADED GUILTY,Wrongfully threatened to arrest an individual known to the Department.,VACATION DAYS (13 day(s) ),charge
943025,1,PLEADED GUILTY,Violated patrol rules.,VACATION DAYS (13 day(s) ),charge
943025,2,PLEADED GUILTY,Wrongfully discourteous to an individual known to the Department.,VACATION DAYS (9 day(s) ),charge
943025,2,PLEADED GUILTY,Wrongful seizure of a person's property.,VACATION DAYS (9 day(s) ),charge
943025,2,PLEADED GUILTY,Failed to provide a business card.,VACATION DAYS (9 day(s) ),charge
943025,2,PLEADED GUILTY,Wrongfully discourteous to an individual known to the Department.,VACATION DAYS (9 day(s) ),charge
943025,3,PLEADED GUILTY,Wrongfully frisked an individual an individual known to the Department.,VACATION DAYS (3 day(s) ),charge
943025,3,PLEADED GUILTY,Violated patrol rules.,VACATION DAYS (3 day(s) ),charge
960283,1,PLEADED GUILTY,Failed to obey a lawful order,VACATION DAYS (35 day(s) ),charge
960283,1,PLEADED GUILTY,MADE COMPUTER INQUIRIES UNRELATED TO OFFICIAL DEPARTMENT BUSINESS.,VACATION DAYS (35 day(s) ),charge
960283,1,PLEADED GUILTY,WRONFULLY DISSEMINATED CONFIDENTIAL DEPARMTENT INFORMATION,VACATION DAYS (35 day(s) ),charge
955770,1,GUILTY,"while on-duty, failed to inform other officers at the scene of an incident of the circumstances of him placing a person in custody.",VACATION DAYS (5 day(s) ),charge
955770,1,GUILTY,FAILED TO ENSURE A COMPLAINT REPORT WORKSHEET WAS PREPARED.,VACATION DAYS (5 day(s) ),charge
955770,1,GUILTY,FAILED TO PROMPTLY NOTIFY A SUPERVISOR THAT HE USED FORCE ON A SUSPECT.,VACATION DAYS (5 day(s) ),charge
955770,1,GUILTY,ENTERED INACCURATE INFORMATION ON A THREAT RESISTANCE AND INJURY INCIDENT WORKSHEET.,VACATION DAYS (5 day(s) ),charge
955770,1,GUILTY,FAILED TO INFORM HIS SUPERVISOR OF THE CIRCUMSTANCES SURROUNDING AN ARREST/EDP RADIO RUN.,VACATION DAYS (5 day(s) ),charge
950110,1,GUILTY,Wrongfully discourteous to an individual known to the Department.,VACATION DAYS (5 day(s) ),charge
939944,1,GUILTY,Failed to safeguard Department property.,VACATION DAYS (21 day(s) ),charge
939944,1,GUILTY,Violated patrol rules.,VACATION DAYS (21 day(s) ),charge
947989,1,GUILTY,ENTERED A PREMISE WITHOUT SUFFICIENT LEGAL AUTHORITY.,VACATION DAYS (8 day(s) ),charge
947989,1,GUILTY,SEARCHED A PREMISE WITHOUT SUFFICIENT LEGAL AUTHORITY.,VACATION DAYS (8 day(s) ),charge
952504,1,GUILTY,"OBTAINED INSURANCE FOR HIS PERSONAL VEHICLE USING AN ADDRESS IN WESTCHESTER COUNTY WHEN, IN FACT, HE RESIDED IN BRONX COUNTY.",VACATION DAYS (5 day(s) ),charge
952504,1,GUILTY,"HAVING CHANGED HIS RESIDENCE, DID FAIL AND NEGLECT TO NOTIFY HIS COMMANDING OFFICER BY SUBMITTING A CHANGE OF NAME, RESIDENCE, OR SOCIAL CONDITION FORM, AS REQUIRED.",VACATION DAYS (5 day(s) ),charge
952504,2,PLEADED GUILTY,Made computer inquiries unrelated to official Department business.,"DISMISSAL PROBATION (12 month(s) ), VACATION DAYS (40 day(s) )",charge
952504,2,PLEADED GUILTY,Made improper contact/communications,"DISMISSAL PROBATION (12 month(s) ), VACATION DAYS (40 day(s) )",charge
950119,1,GUILTY,"WHILE OFF-DUTY, DID WRONGFULLY OPERATE A MOTOR VEHICLE WHILE UNDER THE INFLUENCE OF AN INTOXICANT","COUNSELING, DISMISSAL PROBATION (12 month(s) ), ORDERED BREATH TESTING, PRE-TRIAL SUSPENSION DAYS (31 day(s) ), SUSPENDED W/O PAY (14 day(s) ), VACATION DAYS (10 day(s) )",charge
950119,1,GUILTY,"WHILE OFF-DUTY, DID WRONGFULLY OPERATE A MOTOR VEHICLE WHILE HIS ABILITY WAS IMPAIRED BY AN INTOXICANT","COUNSELING, DISMISSAL PROBATION (12 month(s) ), ORDERED BREATH TESTING, PRE-TRIAL SUSPENSION DAYS (31 day(s) ), SUSPENDED W/O PAY (14 day(s) ), VACATION DAYS (10 day(s) )",charge
950119,1,GUILTY,"WHILE OFF-DUTY, DID CONSUME AN INTOXICANT TO THE EXTENT THAT HE WAS UNFIT FOR DUTY","COUNSELING, DISMISSAL PROBATION (12 month(s) ), ORDERED BREATH TESTING, PRE-TRIAL SUSPENSION DAYS (31 day(s) ), SUSPENDED W/O PAY (14 day(s) ), VACATION DAYS (10 day(s) )",charge
936253,1,GUILTY,WRONGFULLY TOOK UNAUTHORIZED EXTENDED MEAL.,"RESTITUTION ($235), VACATION DAYS (10 day(s) )",charge
936253,1,GUILTY,FAILED TO MAKE ENTRIES IN MOVEMENT LOG.,"RESTITUTION ($235), VACATION DAYS (10 day(s) )",charge
936253,1,GUILTY,WAS ABSENT FROM HIS ASSIGNMENT WITHOUT PERMISSION AND FAILED TO SUBMIT A LEAVE OF ABSENCE REPORT.,"RESTITUTION ($235), VACATION DAYS (10 day(s) )",charge
936253,1,GUILTY,FAILED TO PROPERLY SUPERVISE HIS SUBORDINATES.,"RESTITUTION ($235), VACATION DAYS (10 day(s) )",charge
958341,1,GUILTY,"while on-while, posted a recording of an official Department video to Instagram without permission or authority.",VACATION DAYS (20 day(s) ),charge
948710,1,GUILTY,"WHILE ON DUTY,  DURING AN INTEGRITY TEST, FAILED TO VOUCHER FOUR (4) ZIPLOCK BAGS OF MARIJUANA",PRE-TRIAL SUSPENSION DAYS (18 day(s) ),charge
960290,1,GUILTY,Involved in a physical altercation.,VACATION DAYS (15 day(s) ),charge
964409,1,PLEADED GUILTY,"Failed to take police action/render police services.
Failed to make proper notifications.
Failed to make required entries in Department Logs.
Failed to prepare required reports.",VACATION DAYS (40 day(s) ),charge
964409,1,PLEADED GUILTY,Failed to activate his body-worn camera.,VACATION DAYS (40 day(s) ),charge
964409,1,PLEADED GUILTY,"Wrongfully used physical force.
Discourtesy.
Wrongfully discourteous to an individual known to the Department.
Wrongful threat of force.
Interfere with a recording device.",VACATION DAYS (40 day(s) ),charge
953708,1,GUILTY,Wrongfully discourteous to an individual known to the Department.,VACATION DAYS (25 day(s) ),charge
953708,1,GUILTY,"Wrongfully used offensive language towards an individual known to the Department
(race, religion, ethnicity, gender identity, sexual orientation, age, or disability).",VACATION DAYS (25 day(s) ),charge
949830,1,GUILTY,"SAID POLICE OFFICER,  DID KNOWINGLY ASSOCIATE WITH A PERSON OR ORGANIZATION REASONABLY BELIEVED TO BE ENGAGED IN, LIKELY TO ENGAGE IN, OR TO HAVE ENGAGED IN CRIMINAL ACTIVITIES","DISMISSAL PROBATION (12 month(s) ), VACATION DAYS (30 day(s) )",charge
949830,1,GUILTY,"SAID POLICE OFFICER, HAVING BEEN DIRECTED BY THE INTERNAL AFFAIRS BUREAU TO REFRAIN FROM ASSOCIATING WITH A PERSON KNOWN TO THE DEPARTMENT DUE TO HIS CRIMINAL HISTORY, DID FAIL AND NEGLECT TO COMPLY WITH SAID ORDER.","DISMISSAL PROBATION (12 month(s) ), VACATION DAYS (30 day(s) )",charge
932380,1,GUILTY,"WHILE OFF DUTY, WRONGFULLY OPERATED A MOTOR VEHICLE WHILE UNDER THE INFLUENCE OF AN INTOXICANT.","COUNSELING, DISMISSAL PROBATION (12 month(s) ), ORDERED BREATH TESTING, PRE-TRIAL SUSPENSION DAYS (32 day(s) ), VACATION DAYS (8 day(s) )",charge
932380,1,GUILTY,"WHILE OFF DUTY, WRONGFULLY OPERATED A MOTOR VEHICLE WHILE HIS ABILITY WAS IMPAIRED.","COUNSELING, DISMISSAL PROBATION (12 month(s) ), ORDERED BREATH TESTING, PRE-TRIAL SUSPENSION DAYS (32 day(s) ), VACATION DAYS (8 day(s) )",charge
932380,1,GUILTY,"WHILE OFF DUTY, REFUSED TO SUBMIT TO A BREATHALYZER TEST.","COUNSELING, DISMISSAL PROBATION (12 month(s) ), ORDERED BREATH TESTING, PRE-TRIAL SUSPENSION DAYS (32 day(s) ), VACATION DAYS (8 day(s) )",charge
932380,1,GUILTY,UNFIT FOR DUTY.,"COUNSELING, DISMISSAL PROBATION (12 month(s) ), ORDERED BREATH TESTING, PRE-TRIAL SUSPENSION DAYS (32 day(s) ), VACATION DAYS (8 day(s) )",charge
